-4,-0.125,0
-3.8514,-0.125,0
-3.7027,-0.125,0
-3.5541,-0.125,0
-3.4054,-0.125,0
-3.2568,-0.125,0
-3.1081,-0.125,0
-2.9595,-0.125,0
-2.8108,-0.125,0
-2.6622,-0.125,0
-2.5135,-0.125,0
-2.3649,-0.125,0
-2.2162,-0.125,0
-2.0676,-0.125,0
-1.9189,-0.125,0
-1.7703,-0.125,0
-1.6216,-0.125,0
-1.473,-0.125,0
-1.3243,-0.125,0
-1.1757,-0.125,0
-1.027,-0.125,0
-0.87838,-0.125,0
-0.72973,-0.125,0
-0.58108,-0.125,0
-0.43243,-0.125,0
-0.28378,-0.125,0
-0.13514,-0.125,0
0.013514,-0.125,0
0.16216,-0.125,0
0.31081,-0.125,0
0.45946,-0.125,0
0.60811,-0.125,0
0.75676,-0.125,0
0.90541,-0.125,0
1.0541,-0.125,0
1.2027,-0.125,0
1.3514,-0.125,0
1.5,-0.125,0
1.5833,-0.125,0
1.6667,-0.125,0
1.75,-0.125,0
1.8333,-0.125,0
1.9167,-0.125,0
2,-0.125,0
2.0421,-0.125,0
2.0823,-0.125,0
2.1206,-0.125,0
2.1571,-0.125,0
2.1919,-0.125,0
2.2251,-0.125,0
2.2567,-0.125,0
2.2868,-0.125,0
2.3156,-0.125,0
2.343,-0.125,0
2.3691,-0.125,0
2.394,-0.125,0
2.4178,-0.125,0
2.4404,-0.125,0
2.462,-0.125,0
2.4825,-0.125,0
2.5021,-0.125,0
2.5208,-0.125,0
2.5387,-0.125,0
2.5557,-0.125,0
2.5718,-0.125,0
2.5873,-0.125,0
2.602,-0.125,0
2.616,-0.125,0
2.6294,-0.125,0
2.6422,-0.125,0
2.6543,-0.125,0
2.6659,-0.125,0
2.677,-0.125,0
2.6875,-0.125,0
2.6974,-0.125,0
2.7072,-0.125,0
2.7171,-0.125,0
2.727,-0.125,0
2.7368,-0.125,0
2.7467,-0.125,0
2.7566,-0.125,0
2.7664,-0.125,0
2.7763,-0.125,0
2.7862,-0.125,0
2.7961,-0.125,0
2.8059,-0.125,0
2.8158,-0.125,0
2.8257,-0.125,0
2.8355,-0.125,0
2.8454,-0.125,0
2.8553,-0.125,0
2.8651,-0.125,0
2.875,-0.125,0
2.885,-0.125,0
2.895,-0.125,0
2.905,-0.125,0
2.915,-0.125,0
2.925,-0.125,0
2.935,-0.125,0
2.945,-0.125,0
2.955,-0.125,0
2.965,-0.125,0
2.975,-0.125,0
2.985,-0.125,0
2.995,-0.125,0
3.005,-0.125,0
3.015,-0.125,0
3.025,-0.125,0
3.035,-0.125,0
3.045,-0.125,0
3.055,-0.125,0
3.065,-0.125,0
3.075,-0.125,0
3.085,-0.125,0
3.095,-0.125,0
3.105,-0.125,0
3.115,-0.125,0
3.125,-0.125,0
3.1349,-0.125,0
3.1447,-0.125,0
3.1546,-0.125,0
3.1645,-0.125,0
3.1743,-0.125,0
3.1842,-0.125,0
3.1941,-0.125,0
3.2039,-0.125,0
3.2138,-0.125,0
3.2237,-0.125,0
3.2336,-0.125,0
3.2434,-0.125,0
3.2533,-0.125,0
3.2632,-0.125,0
3.273,-0.125,0
3.2829,-0.125,0
3.2928,-0.125,0
3.3026,-0.125,0
3.3125,-0.125,0
3.323,-0.125,0
3.3341,-0.125,0
3.3457,-0.125,0
3.3578,-0.125,0
3.3706,-0.125,0
3.384,-0.125,0
3.398,-0.125,0
3.4127,-0.125,0
3.4282,-0.125,0
3.4443,-0.125,0
3.4613,-0.125,0
3.4792,-0.125,0
3.4979,-0.125,0
3.5175,-0.125,0
3.538,-0.125,0
3.5596,-0.125,0
3.5822,-0.125,0
3.606,-0.125,0
3.6309,-0.125,0
3.657,-0.125,0
3.6844,-0.125,0
3.7132,-0.125,0
3.7433,-0.125,0
3.7749,-0.125,0
3.8081,-0.125,0
3.8429,-0.125,0
3.8794,-0.125,0
3.9177,-0.125,0
3.9579,-0.125,0
4,-0.125,0
